"","gname","country_txt","iyear","imonth","iday","country","region","region_txt","attacktype1","attacktype1_txt","targtype1","targtype1_txt","weaptype1","weaptype1_txt","nkill","nwound"
"18762","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,7,17,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",2,1
"18763","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,6,26,45,3,"South America",7,"Facility/Infrastructure Attack",19,"Transportation",8,"Incendiary",0,0
"18764","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,1,3,45,3,"South America",2,"Armed Assault",3,"Police",13,"Unknown",1,NA
"18765","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,1,1,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18766","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,6,18,45,3,"South America",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"18767","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,3,27,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",2,6
"18768","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,4,13,45,3,"South America",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",2,0
"18769","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,4,26,45,3,"South America",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",3,0
"18770","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,8,2,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",2,0
"18771","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,6,8,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"18772","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2001,12,17,45,3,"South America",7,"Facility/Infrastructure Attack",3,"Police",5,"Firearms",3,9
"18773","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,8,8,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",5,4
"18774","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,1,8,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",0,0
"18775","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,11,6,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",1,3
"18776","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,6,2,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",11,NA
"18777","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,5,1,45,3,"South America",9,"Unknown",21,"Utilities",13,"Unknown",0,0
"18778","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,1,20,45,3,"South America",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",0,4
"18779","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,10,13,45,3,"South America",7,"Facility/Infrastructure Attack",14,"Private Citizens & Property",8,"Incendiary",0,0
"18780","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,12,28,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",16,11
"18781","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,1,7,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",8,5
"18782","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,5,21,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",5,"Firearms",0,0
"18783","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,12,4,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,12
"18784","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,2,27,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18785","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,7,7,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",13,"Unknown",0,0
"18786","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,11,14,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,4
"18787","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,5,8,45,3,"South America",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"18788","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,4,19,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18789","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1998,8,3,45,3,"South America",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",NA,NA
"18790","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,3,31,45,3,"South America",2,"Armed Assault",2,"Government (General)",5,"Firearms",1,0
"18791","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1994,3,13,45,3,"South America",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"18792","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,7,26,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,1
"18793","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,3,14,45,3,"South America",7,"Facility/Infrastructure Attack",19,"Transportation",8,"Incendiary",0,0
"18794","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,12,14,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",1,0
"18795","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,8,21,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18796","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,11,22,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18797","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,1,20,45,3,"South America",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"18798","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,7,14,45,3,"South America",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",3,0
"18799","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,1,20,45,3,"South America",9,"Unknown",4,"Military",13,"Unknown",1,0
"18800","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2006,5,26,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18801","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,7,1,45,3,"South America",7,"Facility/Infrastructure Attack",3,"Police",13,"Unknown",0,0
"18802","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,6,5,45,3,"South America",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"18803","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,11,5,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18804","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,1,16,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",13,"Unknown",4,8
"18805","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,9,7,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18807","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,10,6,45,3,"South America",2,"Armed Assault",19,"Transportation",8,"Incendiary",0,0
"18808","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,9,14,45,3,"South America",9,"Unknown",1,"Business",13,"Unknown",6,0
"18809","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,10,23,45,3,"South America",3,"Bombing/Explosion",7,"Government (Diplomatic)",6,"Explosives/Bombs/Dynamite",0,3
"18810","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,3,13,45,3,"South America",1,"Assassination",3,"Police",13,"Unknown",1,0
"18811","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2001,11,3,45,3,"South America",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",0,0
"18812","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,1,1,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18813","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,10,14,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,4
"18814","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,1,13,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",2,0
"18815","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,4,25,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",5,3
"18816","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,8,14,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18817","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2001,4,28,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",21,NA
"18818","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2004,5,5,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",3,38
"18819","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,1,6,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18820","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,10,31,45,3,"South America",1,"Assassination",3,"Police",5,"Firearms",0,1
"18821","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,5,2,45,3,"South America",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",119,80
"18822","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,12,12,45,3,"South America",8,"Unarmed Assault",3,"Police",2,"Chemical",65,0
"18823","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2001,6,25,45,3,"South America",6,"Hostage Taking (Kidnapping)",1,"Business",13,"Unknown",0,0
"18824","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,11,1,45,3,"South America",2,"Armed Assault",4,"Military",5,"Firearms",2,0
"18825","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,2,21,45,3,"South America",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",0,0
"18826","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,8,27,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,3
"18827","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,3,14,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18828","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,1,13,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",3,2
"18829","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,2,4,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",1,1
"18830","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,8,11,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",0,0
"18831","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,12,4,45,3,"South America",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"18832","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,10,2,45,3,"South America",2,"Armed Assault",4,"Military",5,"Firearms",1,0
"18833","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,1,6,45,3,"South America",3,"Bombing/Explosion",16,"Telecommunication",6,"Explosives/Bombs/Dynamite",3,5
"18834","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1994,3,1,45,3,"South America",6,"Hostage Taking (Kidnapping)",8,"Educational Institution",13,"Unknown",0,0
"18835","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,11,22,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",5,"Firearms",0,0
"18836","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,3,11,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18837","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,7,1,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",1,30
"18838","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,8,19,45,3,"South America",6,"Hostage Taking (Kidnapping)",18,"Tourists",13,"Unknown",1,0
"18839","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2004,5,20,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"18840","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,3,27,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,2
"18841","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,7,22,45,3,"South America",1,"Assassination",4,"Military",5,"Firearms",1,0
"18842","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,4,12,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18843","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,8,24,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",13,"Unknown",0,0
"18844","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,4,29,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18845","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,10,16,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",14,5
"18846","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,8,14,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18847","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,1,11,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,2
"18848","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,9,3,45,3,"South America",5,"Hostage Taking (Barricade Incident)",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18849","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,8,25,45,3,"South America",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"18850","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,4,21,45,3,"South America",6,"Hostage Taking (Kidnapping)",3,"Police",6,"Explosives/Bombs/Dynamite",1,0
"18851","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,7,10,45,3,"South America",2,"Armed Assault",1,"Business",5,"Firearms",0,3
"18852","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,12,17,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",11,0
"18853","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,12,7,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,4
"18854","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,11,6,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",1,2
"18855","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,4,3,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",13,"Unknown",0,0
"18856","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,11,25,45,3,"South America",6,"Hostage Taking (Kidnapping)",1,"Business",5,"Firearms",0,0
"18857","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,10,19,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",2,0
"18858","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,11,16,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",1,1
"18859","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,1,7,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",8,5
"18860","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,12,10,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,2
"18861","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,8,6,45,3,"South America",1,"Assassination",14,"Private Citizens & Property",9,"Melee",1,0
"18862","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,8,10,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18863","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,12,1,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"18864","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,5,22,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",1,1
"18865","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,7,8,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",3,1
"18866","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,4,18,45,3,"South America",3,"Bombing/Explosion",6,"Airports & Aircraft",6,"Explosives/Bombs/Dynamite",0,0
"18867","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,8,26,45,3,"South America",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"18868","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,4,18,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"18869","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,8,7,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18870","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,4,8,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"18871","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,11,25,45,3,"South America",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"18872","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,1,10,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",1,3
"18873","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,7,9,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",3,3
"18874","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1994,5,22,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",6,0
"18875","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,1,16,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",6,30
"18876","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,9,17,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,2
"18877","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,11,25,45,3,"South America",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",0,0
"18878","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,5,13,45,3,"South America",6,"Hostage Taking (Kidnapping)",4,"Military",5,"Firearms",0,0
"18879","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,11,11,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,25
"18880","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,2,25,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18881","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1998,8,3,45,3,"South America",7,"Facility/Infrastructure Attack",11,"Maritime",13,"Unknown",NA,NA
"18882","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,11,17,45,3,"South America",7,"Facility/Infrastructure Attack",19,"Transportation",8,"Incendiary",0,0
"18883","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,10,15,45,3,"South America",2,"Armed Assault",19,"Transportation",5,"Firearms",1,5
"18884","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,3,10,45,3,"South America",2,"Armed Assault",1,"Business",5,"Firearms",6,7
"18885","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,11,11,45,3,"South America",6,"Hostage Taking (Kidnapping)",15,"Religious Figures/Institutions",5,"Firearms",0,0
"18886","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,10,28,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18887","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,2,28,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",NA,NA
"18888","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,9,23,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18889","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,9,16,45,3,"South America",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",3,0
"18890","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,8,24,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",16,0
"18891","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,1,13,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",0,0
"18892","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2006,11,21,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,15
"18893","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,1,16,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18894","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,10,9,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18895","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2006,4,6,45,3,"South America",3,"Bombing/Explosion",19,"Transportation",8,"Incendiary",2,10
"18896","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,8,30,45,3,"South America",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",2,0
"18897","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,8,18,45,3,"South America",6,"Hostage Taking (Kidnapping)",7,"Government (Diplomatic)",13,"Unknown",0,0
"18898","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,7,20,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18899","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,4,19,45,3,"South America",2,"Armed Assault",17,"Terrorists/Non-State Militia",5,"Firearms",1,0
"18900","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,12,18,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4,24
"18901","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,7,20,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",1,5
"18902","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,9,1,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",5,26
"18903","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,12,17,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",5,0
"18904","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,3,22,45,3,"South America",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",0,0
"18905","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,6,11,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,4
"18906","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,9,24,45,3,"South America",9,"Unknown",19,"Transportation",13,"Unknown",2,0
"18907","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,3,19,45,3,"South America",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",0,0
"18908","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,12,17,45,3,"South America",1,"Assassination",14,"Private Citizens & Property",5,"Firearms",1,0
"18909","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,1,15,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18910","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,5,13,45,3,"South America",4,"Hijacking",19,"Transportation",8,"Incendiary",0,0
"18911","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1998,8,3,45,3,"South America",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",NA,NA
"18912","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,4,18,45,3,"South America",2,"Armed Assault",4,"Military",5,"Firearms",3,2
"18913","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,2,3,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18914","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1994,9,23,45,3,"South America",6,"Hostage Taking (Kidnapping)",12,"NGO",13,"Unknown",0,0
"18915","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,8,11,45,3,"South America",1,"Assassination",2,"Government (General)",5,"Firearms",3,0
"18916","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,12,13,45,3,"South America",6,"Hostage Taking (Kidnapping)",10,"Journalists & Media",13,"Unknown",0,0
"18917","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,5,24,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"18918","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,3,19,45,3,"South America",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",NA,NA
"18919","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1998,8,3,45,3,"South America",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",NA,NA
"18920","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,7,11,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18921","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,6,15,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18922","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,8,29,45,3,"South America",2,"Armed Assault",1,"Business",5,"Firearms",17,0
"18923","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,11,13,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",3,0
"18924","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,8,10,45,3,"South America",1,"Assassination",3,"Police",5,"Firearms",1,0
